NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,preference,d210_min,Eform,range,dev_NI
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,39.5,13,6.5,46,33,39.5,73,22,11,84,62,73,90.6708,31.4984,15.7492,106.42,74.9216,90.6708,1459.025,738.05,369.025,1828.05,1090,1459.025,12.5,5,2.5,15,10,12.5,4.5,1,0.5,5,4,4.5,129,20,10,139,119,129,2.19,0.02,0.01,2.2,2.18,2.19,1,2,1,2,0,1,1.5,3,1.5,3,0,1.5,10,0,0,10,10,10,0,0,0,0,0,0,12.5,5,2.5,15,10,12.5,0,0,0,0,0,0,1.5,3,1.5,3,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,1.5,3,0,1.5,18.2925,7.765,3.8825,22.175,14.41,18.2925,0,0,0,0,0,0,0,0,0,0,0,0,195.5,59,29.5,225,166,195.5,0.08,0.12,0.8,0,1,0.000099995,4.99975E-05,0.72,-0.17131827,-0.37407221,1.1222166,0.005
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,55,44,22,77,33,55,72,24,12,84,60,72,133.5693,117.2954,58.6477,192.217,74.9216,133.5693,1914.5,1649,824.5,2739,1090,1914.5,12,6,3,15,9,12,5,2,1,6,4,5,130,22,11,141,119,130,2.19,0.02,0.01,2.2,2.18,2.19,2,0,0,2,2,2,1.5,3,1.5,3,0,1.5,8.5,3,1.5,10,7,8.5,7,14,7,14,0,7,19,8,4,23,15,19,0,0,0,0,0,0,1.5,3,1.5,3,0,1.5,1.5,3,1.5,3,0,1.5,0,0,0,0,0,0,3,0,0,3,3,3,18.1925,7.965,3.9825,22.175,14.21,18.1925,0,0,0,0,0,0,0,0,0,0,0,0,195.5,59,29.5,225,166,195.5,0.10526316,0.078947368,0.44736842,0.36842105,1,0.000099995,4.99975E-05,0.55,-0.1765443,-0.47797779,0.71696668,0.255
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,55.5,45,22.5,78,33,55.5,73.5,21,10.5,84,63,73.5,135.0028,120.1624,60.0812,195.084,74.9216,135.0028,1565.7,951.4,475.7,2041.4,1090,1565.7,12.5,5,2.5,15,10,12.5,5,2,1,6,4,5,127.5,17,8.5,136,119,127.5,2.23,0.1,0.05,2.28,2.18,2.23,1.5,1,0.5,2,1,1.5,1.5,3,1.5,3,0,1.5,9.5,1,0.5,10,9,9.5,7,14,7,14,0,7,19.5,9,4.5,24,15,19.5,0.5,1,0.5,1,0,0.5,1.5,3,1.5,3,0,1.5,0.5,1,0.5,1,0,0.5,0,0,0,0,0,0,2.5,1,0.5,3,2,2.5,18.5975,7.155,3.5775,22.175,15.02,18.5975,0,0,0,0,0,0,0,0,0,0,0,0,195.5,59,29.5,225,166,195.5,0.076923077,0.076923077,0.48717949,0.35897436,0,0.002496878,0.001248439,0,-0.54952226,-0.52139014,0.78208521,0.03
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,56,46,23,79,33,56,75,18,9,84,66,75,135.94408,122.04497,61.022485,196.96657,74.9216,135.94408,1213.665,247.33,123.665,1337.33,1090,1213.665,13,4,2,15,11,13,5,2,1,6,4,5,127.5,17,8.5,136,119,127.5,2.36,0.36,0.18,2.54,2.18,2.36,1.5,1,0.5,2,1,1.5,1.5,3,1.5,3,0,1.5,10,0,0,10,10,10,7,14,7,14,0,7,20,10,5,25,15,20,0.5,1,0.5,1,0,0.5,1.5,3,1.5,3,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,1,2,19.4375,5.475,2.7375,22.175,16.7,19.4375,0,0,0,0,0,0,0,0,0,0,0,0,195.5,59,29.5,225,166,195.5,0.075,0.075,0.5,0.35,1,0.031880743,0.015940372,1,0.081024279,-0.031672161,0.052786935,0.395
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,63.5,37,18.5,82,45,63.5,70,22,11,81,59,70,155.05275,104.2945,52.14725,207.2,102.9055,155.05275,1418.805,1636.39,818.195,2237,600.61,1418.805,11.5,5,2.5,14,9,11.5,5.5,1,0.5,6,5,5.5,144,4,2,146,142,144,2.305,0.05,0.025,2.33,2.28,2.305,1.5,1,0.5,2,1,1.5,1,2,1,2,0,1,9,2,1,10,8,9,7,14,7,14,0,7,18.5,19,9.5,28,9,18.5,0.5,1,0.5,1,0,0.5,2,4,2,4,0,2,1,2,1,2,0,1,0,0,0,0,0,0,3.5,1,0.5,4,3,3.5,20.875,14.47,7.235,28.11,13.64,20.875,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,225,225,225,0.081081081,0.054054054,0.48648649,0.37837838,0,0.000624805,0.000312402,1,0.30891364,-0.098735732,0.19747146,0.305
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,64,36,18,82,46,64,71.5,19,9.5,81,62,71.5,156.81,100.78,50.39,207.2,106.42,156.81,1214.33,1227.44,613.72,1828.05,600.61,1214.33,12,4,2,14,10,12,5.5,1,0.5,6,5,5.5,142.5,7,3.5,146,139,142.5,2.265,0.13,0.065,2.33,2.2,2.265,1,2,1,2,0,1,1,2,1,2,0,1,10,0,0,10,10,10,7,14,7,14,0,7,19,18,9,28,10,19,0,0,0,0,0,0,2,4,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,0,2,21.26,13.7,6.85,28.11,14.41,21.26,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,225,225,225,0.052631579,0.052631579,0.52631579,0.36842105,0,0.004216087,0.002108044,1,0.024152709,-0.30248564,1.2099425,0.45
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,39.5,15,7.5,47,32,39.5,72,14,7,79,65,72,90.2541,35.2282,17.6141,107.8682,72.64,90.2541,1223.165,23.53,11.765,1234.93,1211.4,1223.165,12.5,3,1.5,14,11,12.5,4.5,1,0.5,5,4,4.5,132.5,25,12.5,145,120,132.5,1.97,0.08,0.04,2.01,1.93,1.97,1.5,1,0.5,2,1,1.5,1,2,1,2,0,1,10,0,0,10,10,10,0,0,0,0,0,0,12.5,3,1.5,14,11,12.5,0.5,1,0.5,1,0,0.5,2,4,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3,1.5,4,1,2.5,19.6675,6.675,3.3375,23.005,16.33,19.6675,0.1915,0.383,0.1915,0.383,0,0.1915,0,0,0,0,0,0,225,0,0,225,225,225,0.12,0.08,0.8,0,0,0.001598721,0.00079936,0,-0.16193722,-0.005135329,0.64191609,0.535
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,40,14,7,47,33,40,74.5,19,9.5,84,65,74.5,91.3949,32.9466,16.4733,107.8682,74.9216,91.3949,1162.465,144.93,72.465,1234.93,1090,1162.465,13,4,2,15,11,13,4.5,1,0.5,5,4,4.5,132,26,13,145,119,132,2.055,0.25,0.125,2.18,1.93,2.055,1.5,1,0.5,2,1,1.5,1.5,3,1.5,3,0,1.5,10,0,0,10,10,10,0,0,0,0,0,0,13,4,2,15,11,13,0.5,1,0.5,1,0,0.5,1.5,3,1.5,3,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,1,2,19.2525,5.845,2.9225,22.175,16.33,19.2525,0,0,0,0,0,0,0,0,0,0,0,0,195.5,59,29.5,225,166,195.5,0.11538462,0.11538462,0.76923077,0,0,0.015503563,0.007751782,0,-0.092740259,0,0,0.695
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,48.5,3,1.5,50,47,48.5,72.5,15,7.5,80,65,72.5,113.2891,10.8418,5.4209,118.71,107.8682,113.2891,870.005,729.85,364.925,1234.93,505.08,870.005,12.5,3,1.5,14,11,12.5,5,0,0,5,5,5,142,6,3,145,139,142,1.945,0.03,0.015,1.96,1.93,1.945,1.5,1,0.5,2,1,1.5,1,2,1,2,0,1,10,0,0,10,10,10,0,0,0,0,0,0,12.5,3,1.5,14,11,12.5,0.5,1,0.5,1,0,0.5,2,4,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3,1.5,4,1,2.5,24.8075,16.955,8.4775,33.285,16.33,24.8075,0,0,0,0,0,0,0,0,0,0,0,0,183,84,42,225,141,183,0.12,0.08,0.8,0,0,0.000224975,0.000112487,0,-0.12500135,-0.04978106,0.10617864,0.76
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,49,4,2,51,47,49,75,20,10,85,65,75,114.8141,13.8918,6.9459,121.76,107.8682,114.8141,1069.355,331.15,165.575,1234.93,903.78,1069.355,13,4,2,15,11,13,5,0,0,5,5,5,142,6,3,145,139,142,1.99,0.12,0.06,2.05,1.93,1.99,1.5,1,0.5,2,1,1.5,1.5,3,1.5,3,0,1.5,10,0,0,10,10,10,0,0,0,0,0,0,13,4,2,15,11,13,0.5,1,0.5,1,0,0.5,1.5,3,1.5,3,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,1,2,23.945,15.23,7.615,31.56,16.33,23.945,0,0,0,0,0,0,0,0,0,0,0,0,195.5,59,29.5,225,166,195.5,0.11538462,0.11538462,0.76923077,0,0,0.003593528,0.001796764,0,-0.035257465,0,0,0.64
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,49.5,5,2.5,52,47,49.5,77.5,25,12.5,90,65,77.5,117.7341,19.7318,9.8659,127.6,107.8682,117.7341,978.795,512.27,256.135,1234.93,722.66,978.795,13.5,5,2.5,16,11,13.5,5,0,0,5,5,5,141.5,7,3.5,145,138,141.5,2.015,0.17,0.085,2.1,1.93,2.015,1.5,1,0.5,2,1,1.5,2,4,2,4,0,2,10,0,0,10,10,10,0,0,0,0,0,0,13.5,5,2.5,16,11,13.5,0.5,1,0.5,1,0,0.5,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,0.5,2,1,1.5,25.546667,18.433333,9.2166667,34.763333,16.33,25.546667,0.232,0.464,0.232,0.464,0,0.232,0,0,0,0,0,0,188.5,73,36.5,225,152,188.5,0.11111111,0.14814815,0.74074074,0,0,0.007198962,0.003599481,1,0.15759221,-0.065272884,0.19581865,0.68
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,63.5,33,16.5,80,47,63.5,68,6,3,71,65,68,154.2291,92.7218,46.3609,200.59,107.8682,154.2291,734.625,1000.61,500.305,1234.93,234.32,734.625,11.5,1,0.5,12,11,11.5,5.5,1,0.5,6,5,5.5,138.5,13,6.5,145,132,138.5,1.965,0.07,0.035,2,1.93,1.965,1.5,1,0.5,2,1,1.5,0,0,0,0,0,0,10,0,0,10,10,10,7,14,7,14,0,7,18.5,15,7.5,26,11,18.5,0.5,1,0.5,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5,1,0,0.5,20.783793,8.9075862,4.4537931,25.237586,16.33,20.783793,0,0,0,0,0,0,0,0,0,0,0,0,195.5,59,29.5,225,166,195.5,0.081081081,0,0.54054054,0.37837838,0,0.00122425,0.000612125,0,-0.073192998,0,0,0.005
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,64.5,35,17.5,82,47,64.5,73,16,8,81,65,73,157.5341,99.3318,49.6659,207.2,107.8682,157.5341,917.77,634.32,317.16,1234.93,600.61,917.77,12.5,3,1.5,14,11,12.5,5.5,1,0.5,6,5,5.5,145.5,1,0.5,146,145,145.5,2.13,0.4,0.2,2.33,1.93,2.13,1.5,1,0.5,2,1,1.5,1,2,1,2,0,1,10,0,0,10,10,10,7,14,7,14,0,7,19.5,17,8.5,28,11,19.5,0.5,1,0.5,1,0,0.5,2,4,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3,1.5,4,1,2.5,22.22,11.78,5.89,28.11,16.33,22.22,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,225,225,225,0.076923077,0.051282051,0.51282051,0.35897436,0,0.039210561,0.01960528,1,0.015920758,0,0,0.25
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,65,36,18,83,47,65,75.5,21,10.5,86,65,75.5,158.4243,101.1122,50.5561,208.9804,107.8682,158.4243,889.665,690.53,345.265,1234.93,544.4,889.665,13,4,2,15,11,13,5.5,1,0.5,6,5,5.5,146.5,3,1.5,148,145,146.5,1.975,0.09,0.045,2.02,1.93,1.975,1.5,1,0.5,2,1,1.5,1.5,3,1.5,3,0,1.5,10,0,0,10,10,10,7,14,7,14,0,7,20,18,9,29,11,20,0.5,1,0.5,1,0,0.5,1.5,3,1.5,3,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,1,2,24.64,16.62,8.31,32.95,16.33,24.64,0,0,0,0,0,0,0,0,0,0,0,0,118.5,213,106.5,225,12,118.5,0.075,0.075,0.5,0.35,0,0.002022951,0.001011476,1,0.047935394,0,0,0.31
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,37.5,21,10.5,48,27,37.5,64,12,6,70,58,64,85.672098,53.477805,26.738903,112.411,58.933195,85.672098,1181.11,1173.78,586.89,1768,594.22,1181.11,10.5,3,1.5,12,9,10.5,4.5,1,0.5,5,4,4.5,135,18,9,144,126,135,1.785,0.19,0.095,1.88,1.69,1.785,2,0,0,2,2,2,0,0,0,0,0,0,8.5,3,1.5,10,7,8.5,0,0,0,0,0,0,10.5,3,1.5,12,9,10.5,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,1.5,3,0,1.5,0,0,0,0,0,0,1.5,3,1.5,3,0,1.5,14.87,9.25,4.625,19.495,10.245,14.87,0,0,0,0,0,0,0.7742356,1.5484712,0.7742356,1.5484712,0,0.7742356,194,0,0,194,194,194,0.19047619,0,0.80952381,0,0,0.008984397,0.004492199,1,0.22581272,0,0,0.03
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,38,20,10,48,28,38,65.5,9,4.5,70,61,65.5,85.5522,53.7176,26.8588,112.411,58.6934,85.5522,1161.11,1133.78,566.89,1728,594.22,1161.11,11,2,1,12,10,11,4.5,1,0.5,5,4,4.5,134,20,10,144,124,134,1.8,0.22,0.11,1.91,1.69,1.8,2,0,0,2,2,2,0,0,0,0,0,0,9,2,1,10,8,9,0,0,0,0,0,0,11,2,1,12,10,11,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,0,0,0,0,0,0,1,2,1,2,0,1,14.9075,9.175,4.5875,19.495,10.32,14.9075,0,0,0,0,0,0,0.29769735,0.5953947,0.29769735,0.5953947,0,0.29769735,209.5,31,15.5,225,194,209.5,0.18181818,0,0.81818182,0,0,0.012027089,0.006013545,1,0.011951326,-0.030783994,0.060424478,0.315
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,38.5,19,9.5,48,29,38.5,67,6,3,70,64,67,87.9785,48.865,24.4325,112.411,63.546,87.9785,975.995,763.55,381.775,1357.77,594.22,975.995,11.5,1,0.5,12,11,11.5,4.5,1,0.5,5,4,4.5,138,12,6,144,132,138,1.795,0.21,0.105,1.9,1.69,1.795,1.5,1,0.5,2,1,1.5,0,0,0,0,0,0,10,0,0,10,10,10,0,0,0,0,0,0,11.5,1,0.5,12,11,11.5,0.5,1,0.5,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5,1,0,0.5,15.2825,8.425,4.2125,19.495,11.07,15.2825,0,0,0,0,0,0,0,0,0,0,0,0,209.5,31,15.5,225,194,209.5,0.13043478,0,0.86956522,0,0,0.010964447,0.005482224,0,-0.069131872,0,0,0.175
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,46.5,3,1.5,48,45,46.5,64.5,11,5.5,70,59,64.5,107.65825,9.5055,4.75275,112.411,102.9055,107.65825,1415.61,1642.78,821.39,2237,594.22,1415.61,10.5,3,1.5,12,9,10.5,5,0,0,5,5,5,143,2,1,144,142,143,1.985,0.59,0.295,2.28,1.69,1.985,1.5,1,0.5,2,1,1.5,0,0,0,0,0,0,9,2,1,10,8,9,0,0,0,0,0,0,10.5,3,1.5,12,9,10.5,0.5,1,0.5,1,0,0.5,0,0,0,0,0,0,1,2,1,2,0,1,0,0,0,0,0,0,1.5,3,1.5,3,0,1.5,16.5675,5.855,2.9275,19.495,13.64,16.5675,0,0,0,0,0,0,0,0,0,0,0,0,209.5,31,15.5,225,194,209.5,0.14285714,0,0.85714286,0,0,0.083345821,0.041672911,0,-0.39424707,-0.16739962,0.23435947,0.225
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,47,2,1,48,46,47,66,8,4,70,62,66,109.4155,5.991,2.9955,112.411,106.42,109.4155,1211.135,1233.83,616.915,1828.05,594.22,1211.135,11,2,1,12,10,11,5,0,0,5,5,5,141.5,5,2.5,144,139,141.5,1.945,0.51,0.255,2.2,1.69,1.945,1,2,1,2,0,1,0,0,0,0,0,0,10,0,0,10,10,10,0,0,0,0,0,0,11,2,1,12,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9525,5.085,2.5425,19.495,14.41,16.9525,0,0,0,0,0,0,0,0,0,0,0,0,209.5,31,15.5,225,194,209.5,0.090909091,0,0.90909091,0,0,0.062955963,0.031477982,0,-0.43583331,-0.41894867,0.83789733,0.37
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,47.5,1,0.5,48,47,47.5,67.5,5,2.5,70,65,67.5,110.1396,4.5428,2.2714,112.411,107.8682,110.1396,914.575,640.71,320.355,1234.93,594.22,914.575,11.5,1,0.5,12,11,11.5,5,0,0,5,5,5,144.5,1,0.5,145,144,144.5,1.81,0.24,0.12,1.93,1.69,1.81,1.5,1,0.5,2,1,1.5,0,0,0,0,0,0,10,0,0,10,10,10,0,0,0,0,0,0,11.5,1,0.5,12,11,11.5,0.5,1,0.5,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5,1,0,0.5,17.9125,3.165,1.5825,19.495,16.33,17.9125,0,0,0,0,0,0,0,0,0,0,0,0,209.5,31,15.5,225,194,209.5,0.13043478,0,0.86956522,0,0,0.014296816,0.007148408,0,-0.59891388,-0.070926993,0.14185399,0.33
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,62.5,29,14.5,77,48,62.5,65,10,5,70,60,65,152.314,79.806,39.903,192.217,112.411,152.314,1666.61,2144.78,1072.39,2739,594.22,1666.61,10.5,3,1.5,12,9,10.5,5.5,1,0.5,6,5,5.5,142.5,3,1.5,144,141,142.5,1.945,0.51,0.255,2.2,1.69,1.945,2,0,0,2,2,2,0,0,0,0,0,0,8.5,3,1.5,10,7,8.5,7,14,7,14,0,7,17.5,11,5.5,23,12,17.5,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,1.5,3,0,1.5,0,0,0,0,0,0,1.5,3,1.5,3,0,1.5,16.8525,5.285,2.6425,19.495,14.21,16.8525,0,0,0,0,0,0,0,0,0,0,0,0,209.5,31,15.5,225,194,209.5,0.11428571,0,0.48571429,0.4,0,0.062955963,0.031477982,0,-0.2745823,-0.073031928,0.08728206,0.11
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,63,30,15,78,48,63,66.5,7,3.5,70,63,66.5,153.7475,82.673,41.3365,195.084,112.411,153.7475,1317.81,1447.18,723.59,2041.4,594.22,1317.81,11,2,1,12,10,11,5.5,1,0.5,6,5,5.5,140,8,4,144,136,140,1.985,0.59,0.295,2.28,1.69,1.985,1.5,1,0.5,2,1,1.5,0,0,0,0,0,0,9.5,1,0.5,10,9,9.5,7,14,7,14,0,7,18,12,6,24,12,18,0.5,1,0.5,1,0,0.5,0,0,0,0,0,0,0.5,1,0.5,1,0,0.5,0,0,0,0,0,0,1,2,1,2,0,1,17.2575,4.475,2.2375,19.495,15.02,17.2575,0,0,0,0,0,0,0,0,0,0,0,0,209.5,31,15.5,225,194,209.5,0.083333333,0,0.52777778,0.38888889,0,0.083345821,0.041672911,0,-0.40580759,-0.32378412,0.64756824,0.395
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,63.5,31,15.5,79,48,63.5,68,4,2,70,66,68,154.68878,84.555569,42.277784,196.96657,112.411,154.68878,965.775,743.11,371.555,1337.33,594.22,965.775,11.5,1,0.5,12,11,11.5,5.5,1,0.5,6,5,5.5,140,8,4,144,136,140,2.115,0.85,0.425,2.54,1.69,2.115,1.5,1,0.5,2,1,1.5,0,0,0,0,0,0,10,0,0,10,10,10,7,14,7,14,0,7,18.5,13,6.5,25,12,18.5,0.5,1,0.5,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5,1,0,0.5,18.0975,2.795,1.3975,19.495,16.7,18.0975,0,0,0,0,0,0,0,0,0,0,0,0,209.5,31,15.5,225,194,209.5,0.081081081,0,0.54054054,0.37837838,0,0.16525167,0.082625835,0,-0.24086592,-0.18534765,0.3706953,0.03
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,38,22,11,49,27,38,66.5,17,8.5,75,58,66.5,86.875598,55.884805,27.942403,114.818,58.933195,86.875598,1098.875,1338.25,669.125,1768,429.75,1098.875,11,4,2,13,9,11,4.5,1,0.5,5,4,4.5,134,16,8,142,126,134,1.83,0.1,0.05,1.88,1.78,1.83,2,0,0,2,2,2,0.5,1,0.5,1,0,0.5,8.5,3,1.5,10,7,8.5,0,0,0,0,0,0,11,4,2,13,9,11,0,0,0,0,0,0,2.5,5,2.5,5,0,2.5,1.5,3,1.5,3,0,1.5,0,0,0,0,0,0,4,2,1,5,3,4,17.2525,14.015,7.0075,24.26,10.245,17.2525,0,0,0,0,0,0,0.7742356,1.5484712,0.7742356,1.5484712,0,0.7742356,166.5,55,27.5,194,139,166.5,0.18181818,0.045454545,0.77272727,0,0,0.002496878,0.001248439,1,0.82041675,-0.039546639,0.047098486,0.265
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,38.5,21,10.5,49,28,38.5,68,14,7,75,61,68,86.7557,56.1246,28.0623,114.818,58.6934,86.7557,1078.875,1298.25,649.125,1728,429.75,1078.875,11.5,3,1.5,13,10,11.5,4.5,1,0.5,5,4,4.5,133,18,9,142,124,133,1.845,0.13,0.065,1.91,1.78,1.845,2,0,0,2,2,2,0.5,1,0.5,1,0,0.5,9,2,1,10,8,9,0,0,0,0,0,0,11.5,3,1.5,13,10,11.5,0,0,0,0,0,0,2.5,5,2.5,5,0,2.5,1,2,1,2,0,1,0,0,0,0,0,0,3.5,3,1.5,5,2,3.5,17.29,13.94,6.97,24.26,10.32,17.29,0,0,0,0,0,0,0.29769735,0.5953947,0.29769735,0.5953947,0,0.29769735,182,86,43,225,139,182,0.17391304,0.043478261,0.7826087,0,0,0.004216087,0.002108044,1,0.12457029,-0.20511131,0.4090791,0.08
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,39,20,10,49,29,39,69.5,11,5.5,75,64,69.5,89.182,51.272,25.636,114.818,63.546,89.182,893.76,928.02,464.01,1357.77,429.75,893.76,12,2,1,13,11,12,4.5,1,0.5,5,4,4.5,137,10,5,142,132,137,1.84,0.12,0.06,1.9,1.78,1.84,1.5,1,0.5,2,1,1.5,0.5,1,0.5,1,0,0.5,10,0,0,10,10,10,0,0,0,0,0,0,12,2,1,13,11,12,0.5,1,0.5,1,0,0.5,2.5,5,2.5,5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,5,1,3,17.665,13.19,6.595,24.26,11.07,17.665,0,0,0,0,0,0,0,0,0,0,0,0,182,86,43,225,139,182,0.125,0.041666667,0.83333333,0,0,0.003593528,0.001796764,1,0.006891069,-0.020687793,0.0306493,0.41
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,47,4,2,49,45,47,67,16,8,75,59,67,108.86175,11.9125,5.95625,114.818,102.9055,108.86175,1333.375,1807.25,903.625,2237,429.75,1333.375,11,4,2,13,9,11,5,0,0,5,5,5,142,0,0,142,142,142,2.03,0.5,0.25,2.28,1.78,2.03,1.5,1,0.5,2,1,1.5,0.5,1,0.5,1,0,0.5,9,2,1,10,8,9,0,0,0,0,0,0,11,4,2,13,9,11,0.5,1,0.5,1,0,0.5,2.5,5,2.5,5,0,2.5,1,2,1,2,0,1,0,0,0,0,0,0,4,2,1,5,3,4,18.95,10.62,5.31,24.26,13.64,18.95,0,0,0,0,0,0,0,0,0,0,0,0,182,86,43,225,139,182,0.13636364,0.045454545,0.81818182,0,0,0.060586937,0.030293469,0.56,-0.12225447,-0.43298471,0.86596942,0.01
