host	sub	surf	E_tot	n_host	n_sub	latt_a	latt_b	surf_area(A^2)	type
Au	Pb	110	-.10438111E+03	30	2	5.853452159902	4.095153176001	23.97078320319259	linearlong
Au	Pb	110	-.10390450E+03	30	2	8.12263017595	2.966786491	24.098109477397415	linearshort
Au	Pb	110	-.10441043E+03	30	2	5.018329702271	5.007138847030826	23.833655029778186	zigzag
Au	Pb	111	-.11723155E+03	34	2	5.806019701409	5.806019701408633	29.19359925168479	linear
Au	Pb	111	-.11726357E+03	34	2	5.042859564531	5.820338735179097	29.351150859507683	zigzag
Au	Sb	100	-.10526303E+03	30	2	4.07810492882	4.092796173980283	16.69084221224633	linear
Au	Sb	100	-.10491080E+03	30	2	5.765376942013	2.91207876	16.78923173622981	truelinear
Au	Sb	110	-.10461818E+03	30	2	5.789300542586	4.050780380005	23.45118505185967	linearlong
Au	Sb	110	-.10436023E+03	30	2	8.072442125616	2.912184806	23.50844330553326	linearshort
Au	Sb	110	-.10487845E+03	30	2	5.015758921738	5.016562808834907	23.734904366513526	zigzag
Au	Sb	111	-.11752133E+03	34	2	5.783885610651	5.783885610651217	28.971436008898763	linear
Au	Sb	111	-.11766740E+03	34	2	5.005449312482	5.779586222	28.92942588134034	zigzag
Au	Te	100	-.10314713E+03	30	2	4.096188577261	4.096570685254	16.7803260468797	linear
Au	Te	100	-.10279327E+03	30	2	5.733550018439	2.909874617	16.683911663955527	truelinear
Au	Te	110	-.10238142E+03	30	2	5.752719177276	4.084504238008	23.497005859653715	linearlong
Au	Te	110	-.10210702E+03	30	2	8.085707936481	2.923887790003	23.64170270900715	linearshort
Au	Te	110	-.10246708E+03	30	2	4.919477761886	4.933267144154477	23.05378102407254	zigzag
Au	Te	111	-.11530798E+03	34	2	5.779134859937	5.779134859937539	28.92386261135686	linear
Au	Te	111	-.11540383E+03	34	2	5.015698363598	5.752095317005	28.850775068761696	zigzag
Au	Hg	100	-.97431680E+02	30	2	4.083817254005	4.084541618007	16.680521534318487	linear
Au	Hg	100	-.97314823E+02	30	2	5.816611180471	2.905256042	16.898744776028124	truelinear
Au	Hg	110	-.96702167E+02	30	2	5.814329655261	4.016666535015	23.35422334983216	linearlong
Au	Hg	110	-.96649708E+02	30	2	8.177008102819	2.89338516	23.659233897896247	linearshort
Au	Hg	110	-.96676482E+02	30	2	4.961470884689	4.967452480840305	23.355843966120393	zigzag
Au	Hg	111	-.10985085E+03	34	2	5.760530455092	5.760530455092341	28.737936825267294	linear
Au	Hg	111	-.10976698E+03	34	2	4.99436912177	5.793075862001	28.93275920524892	zigzag
Au	Cd	100	-.99379386E+02	30	2	4.134429874	4.135856766	17.099409767935427	linear
Au	Cd	100	-.99051032E+02	30	2	5.835615404712	2.940987099	17.162469619983654	truelinear
Au	Cd	110	-.98631298E+02	30	2	5.871080348685	4.138636625	24.29826815938551	linearlong
Au	Cd	110	-.98329953E+02	30	2	8.348639515592	2.909794901	24.29282869275671	linearshort
Au	Cd	110	-.98625666E+02	30	2	5.078503037343	5.0784266278502725	24.299946366866468	zigzag
Au	Cd	111	-.11179746E+03	34	2	5.828272165025	5.828272165025787	29.417806003007705	linear
Au	Cd	111	-.11181981E+03	34	2	5.011340092298	5.845504996	29.29381354618306	zigzag
Au	Tl	100	-.10209140E+03	30	2	4.119419284	4.120805562	16.97532589771726	linear
Au	Tl	100	-.10184898E+03	30	2	5.827459584914	2.931212239	17.08152085757778	truelinear
Au	Tl	110	-.10163466E+03	30	2	5.842965672806	4.075560318002	23.813359035535992	linearlong
Au	Tl	110	-.10123051E+03	30	2	8.164940479631	2.919397741	23.836708791634198	linearshort
Au	Tl	110	-.10164971E+03	30	2	5.025217571098	5.028527819657327	23.885333222138375	zigzag
Au	Tl	111	-.11460217E+03	34	2	5.787084229054	5.787084229053959	29.00348857650363	linear
Au	Tl	111	-.11449792E+03	34	2	5.036600530664	5.793354554	29.178812621001104	zigzag
Au	Ge	100	-.10547611E+03	30	2	4.08370684	4.092655709	16.713206112608347	linear
Au	Ge	100	-.10558634E+03	30	2	5.81880100442	2.926398216	17.028128878593694	truelinear
Au	Ge	110	-.10521302E+03	30	2	5.807392602159	4.148005513001	24.08909652991676	linearlong
Au	Ge	110	-.10523383E+03	30	2	8.295579671632	2.90919749	24.133479558806837	linearshort
Au	Ge	110	-.10524705E+03	30	2	5.08582347653	5.084849789964538	24.17645269127595	zigzag
Au	Ge	111	-.11785844E+03	34	2	5.778064338027	5.778064338026992	28.913147941576565	linear
Au	Ge	111	-.11794604E+03	34	2	5.029828014551	5.781099054001	29.077933976708515	zigzag
Au	As	100	-.10504901E+03	30	2	4.053418015403	4.061506326204787	16.462957013517034	linear
Au	As	100	-.10511402E+03	30	2	5.740280107076	2.884356792	16.557015914827147	truelinear
Au	As	110	-.10475229E+03	30	2	5.799509359663	4.106812916002	23.8174999447385	linearlong
Au	As	110	-.10488354E+03	30	2	8.112119562156	2.89651333	23.496862446338618	linearshort
Au	As	110	-.10491376E+03	30	2	5.002247287478	5.003692086035841	23.610528807084098	zigzag
Au	As	111	-.11740856E+03	34	2	5.749980345077	5.7499903821647385	28.633455921681687	linear
Au	As	111	-.11759554E+03	34	2	4.991451938082	5.745190764	28.67684357361861	zigzag
Ag	In	100	-.89106826E+02	30	2	4.090055633843	4.088894539141	16.723806146003525	linear
Ag	In	100	-.88993621E+02	30	2	2.894872111576	5.77990496443469	16.73208568610057	truelinear
Ag	In	110	-.88440210E+02	30	2	5.812870715441	4.065707609	23.63343269790175	linearlong
Ag	In	110	-.88296365E+02	30	2	8.144709925557	2.906418910087	23.671938944812148	linearshort
Ag	In	110	-.88457417E+02	30	2	4.998811882037	5.0015006674129525	23.659409304306912	zigzag
Ag	In	111	-.99832738E+02	34	2	5.793285909589	5.793285909589672	29.065684577712126	linear
Ag	In	111	-.99766919E+02	34	2	5.018498853121	5.790509685	29.05966621315854	zigzag
Ag	Sn	100	-.91678431E+02	30	2	4.081854998857	4.0919022450420215	16.702515052109053	linear
Ag	Sn	100	-.91435022E+02	30	2	5.788965217281	2.922663908	16.91919970521456	truelinear
Ag	Sn	110	-.91081152E+02	30	2	5.829106690858	4.052144687003	23.62038370733388	linearlong
Ag	Sn	110	-.90827525E+02	30	2	8.139644502629	2.917555225	23.747862348287768	linearshort
Ag	Sn	110	-.91122337E+02	30	2	5.013224571351	5.011563582514823	23.734587117312937	zigzag
Ag	Sn	111	-.10233079E+03	34	2	5.798926414945	5.7989264149452575	29.122310459079603	linear
Ag	Sn	111	-.10230084E+03	34	2	5.008975721545	5.796376488	29.033909101326273	zigzag
Ag	Ga	100	-.89399388E+02	30	2	4.124618747	4.121769274	17.00072681834898	linear
Ag	Ga	100	-.89435873E+02	30	2	5.843326947691	2.928295835	17.110989963466817	truelinear
Ag	Ga	110	-.88735179E+02	30	2	5.769767624492	4.154457519	23.97025449045356	linearlong
Ag	Ga	110	-.88757638E+02	30	2	8.326588887284	2.920822496	24.320488136922716	linearshort
Ag	Ga	110	-.88782186E+02	30	2	5.093313690597	5.100532150357263	24.387125401380974	zigzag
Ag	Ga	111	-.10000224E+03	34	2	5.823006608971	5.823006608971126	29.364674944826493	linear
Ag	Ga	111	-.99959625E+02	34	2	5.047949535651	5.824659157	29.402585486903497	zigzag
Ag	Zn	100	-.85778078E+02	30	2	4.123112383	4.125944862	17.011734352087423	linear
Ag	Zn	100	-.85710225E+02	30	2	5.831672021775	2.922892786	17.04535208276418	truelinear
Ag	Zn	110	-.85097151E+02	30	2	5.845380392161	4.14136443	24.20785043591502	linearlong
Ag	Zn	110	-.85023768E+02	30	2	8.266145667267	2.926035254	24.187033637122596	linearshort
Ag	Zn	110	-.85085292E+02	30	2	5.066708317372	5.065286809866377	24.167259780538302	zigzag
Ag	Zn	111	-.96182521E+02	34	2	5.836561346363	5.836561346363041	29.50154366228626	linear
Ag	Zn	111	-.96163956E+02	34	2	5.043933208896	5.837381849	29.443364161177836	zigzag
Ag	Bi	100	-.91716584E+02	30	2	4.097472321297	4.115370752667041	16.862617438200953	linear
Ag	Bi	100	-.91230727E+02	30	2	5.81454973209	2.958880345	17.204556917306114	truelinear
Ag	Bi	110	-.91204265E+02	30	2	5.864806150478	4.064919542	23.839965131119815	linearlong
Ag	Bi	110	-.90619489E+02	30	2	8.10874308304	2.946184176	23.8898505585019	linearshort
Ag	Bi	110	-.91419667E+02	30	2	5.029887245321	5.025052773387198	23.920844370761152	zigzag
Ag	Bi	111	-.10223040E+03	34	2	5.80168891632	5.801688916320233	29.150063729074777	linear
Ag	Bi	111	-.10227636E+03	34	2	5.039210047018	5.837431788003	29.416044914886967	zigzag
Ag	Pb	100	-.90998235E+02	30	2	4.097424604598	4.101612386611	16.806047511423838	linear
Ag	Pb	100	-.90713422E+02	30	2	5.810706901621	2.939819815	17.08243128854267	truelinear
Ag	Pb	110	-.90387134E+02	30	2	5.823539736986	4.065246589	23.674125051688293	linearlong
Ag	Pb	110	-.90048540E+02	30	2	8.089002116439	2.936190046001	23.750847496369214	linearshort
Ag	Pb	110	-.90367972E+02	30	2	4.994225230663	4.997356038085289	23.68922392617008	zigzag
Ag	Pb	111	-.10140242E+03	34	2	5.802030116369	5.802030116368805	29.153492487761177	linear
Ag	Pb	111	-.10135226E+03	34	2	5.038639363897	5.80108153501	29.22955777547742	zigzag
Ag	Sb	100	-.91953088E+02	30	2	4.093278103612	4.100101380533818	16.782849606560777	linear
Ag	Sb	100	-.91626757E+02	30	2	5.786352237606	2.924520802	16.922307486577992	truelinear
Ag	Sb	110	-.91434390E+02	30	2	5.80594843593	4.093499607	23.76664764074172	linearlong
Ag	Sb	110	-.90990248E+02	30	2	8.132628759562	2.921871777	23.76249844538272	linearshort
Ag	Sb	110	-.91733351E+02	30	2	5.019564010751	5.0149560070677754	23.760294423480666	zigzag
Ag	Sb	111	-.10252808E+03	34	2	5.799814510151	5.799814510150933	29.131231201615293	linear
Ag	Sb	111	-.10262564E+03	34	2	5.018869817153	5.807917591028	29.149182298122387	zigzag
Ag	Te	100	-.90676214E+02	30	2	4.113173591	4.125672805	16.96960842663289	linear
Ag	Te	100	-.90015852E+02	30	2	5.789641241414	2.922268397	16.91888562975198	truelinear
Ag	Te	110	-.90193865E+02	30	2	5.800218140367	4.163572226	24.149627153973412	linearlong
Ag	Te	110	-.89507751E+02	30	2	8.047031947046	2.962154327	23.83655050144954	linearshort
Ag	Te	110	-.90264724E+02	30	2	4.980137127756	4.98493979056509	23.53353369099783	zigzag
Ag	Te	111	-.10107796E+03	34	2	5.822224004025	5.822311586420352	29.359175190770635	linear
Ag	Te	111	-.10105151E+03	34	2	5.003282119221	5.833210626002	29.18519842272574	zigzag
Ag	Hg	100	-.84104210E+02	30	2	4.080825270797	4.081911395465654	16.65755606578223	linear
Ag	Hg	100	-.84014183E+02	30	2	5.784365185728	2.890971024	16.72243214417403	truelinear
Ag	Hg	110	-.83367861E+02	30	2	5.845300714266	4.060753378	23.736324620881476	linearlong
Ag	Hg	110	-.83266228E+02	30	2	8.112302744246	2.915138841	23.648488819702404	linearshort
Ag	Hg	110	-.83372605E+02	30	2	4.995582760941	4.998942524785472	23.67164938205561	zigzag
Ag	Hg	111	-.94550640E+02	34	2	5.813175875043867	5.813175875043867	29.26863467728736	linear
Ag	Hg	111	-.94469164E+02	34	2	5.019385894056	5.804994212	29.137506062789527	zigzag
Ag	Cd	100	-.85554910E+02	30	2	4.137276675	4.13827357	17.12118271592998	linear
Ag	Cd	100	-.85452281E+02	30	2	5.848036693386	2.926274053	17.11295803684737	truelinear
Ag	Cd	110	-.84750939E+02	30	2	5.87561786738	4.13471982	24.294033651002216	linearlong
Ag	Cd	110	-.84634179E+02	30	2	8.250267067269	2.943380221	24.28367290376725	linearshort
Ag	Cd	110	-.84766029E+02	30	2	5.070408829665	5.070910969231041	24.278579735933043	zigzag
Ag	Cd	111	-.95967923E+02	34	2	5.857952988575	5.857952988575317	29.718192791804714	linear
Ag	Cd	111	-.95949634E+02	34	2	5.070672791883	5.863252532	29.73063508595151	zigzag
Ag	Tl	100	-.88043844E+02	30	2	4.10242086	4.103605645	16.834717399261752	linear
Ag	Tl	100	-.88074529E+02	30	2	5.782743880008	2.914590752004	16.854331833879044	truelinear
Ag	Tl	110	-.87625234E+02	30	2	5.832170736446	4.04855424	23.611859563442373	linearlong
Ag	Tl	110	-.87371468E+02	30	2	8.124657830975	2.922470999	23.744076887822683	linearshort
Ag	Tl	110	-.87606745E+02	30	2	4.993480670759	4.9874694062196845	23.627266835932808	zigzag
Ag	Tl	111	-.98620826E+02	34	2	5.803545840008	5.803545840008496	29.168726607119428	linear
Ag	Tl	111	-.98599908E+02	34	2	5.018900435061	5.811532966	29.167505331428742	zigzag
Ag	Ge	100	-.91942622E+02	30	2	4.105215473	4.128550827	16.948590736067345	linear
Ag	Ge	100	-.92074361E+02	30	2	5.83179479198	2.931482083	17.09580194442208	truelinear
Ag	Ge	110	-.91373475E+02	30	2	5.83661907809	4.136998701	24.146085544290145	linearlong
Ag	Ge	110	-.91412448E+02	30	2	8.32375240814	2.910896281	24.229579928819522	linearshort
Ag	Ge	110	-.91523976E+02	30	2	5.068433782317	5.071818889919147	24.169100610215157	zigzag
Ag	Ge	111	-.10250658E+03	34	2	5.848280608024	5.848280608023405	29.620135206823157	linear
Ag	Ge	111	-.10253877E+03	34	2	5.032631806579	5.849224277	29.436992140244257	zigzag
Ag	As	100	-.92389197E+02	30	2	4.07162933288	4.078989330456861	16.6081308770135	linear
Ag	As	100	-.92192262E+02	30	2	5.747387907107	2.889845262	16.60906171222926	truelinear
Ag	As	110	-.91793333E+02	30	2	5.784889349328	4.101251790004	23.72528779890654	linearlong
Ag	As	110	-.91635435E+02	30	2	8.169493931019	2.900392220017	23.694736639003604	linearshort
Ag	As	110	-.92073854E+02	30	2	5.001556689563	5.008999839720278	23.63663277540784	zigzag
Ag	As	111	-.10273106E+03	34	2	5.782187953893	5.782187953892142	28.95443140701092	linear
Ag	As	111	-.10290776E+03	34	2	4.998878856899	5.793119653	28.95910334886777	zigzag
Rh	In	100	-.22285905E+03	30	2	3.828264972334	3.827968408839	14.654477374759459	linear
Rh	In	100	-.22177301E+03	30	2	5.414498454949	2.726982958055	14.765245013061051	truelinear
Rh	In	110	-.22112545E+03	30	2	5.41498216916	3.82144890527	20.693077682393053	linearlong
Rh	In	110	-.22010715E+03	30	2	7.64524302399	2.716841270002	20.770911766770922	linearshort
Rh	In	110	-.22124487E+03	30	2	4.680514079661	4.682923711518873	20.681462910217334	zigzag
Rh	In	111	-.24938293E+03	34	2	5.406415431500928	5.406415431500928	25.314864437622585	linear
Rh	In	111	-.24956579E+03	34	2	4.682400522689	5.4094060996969615	25.329005931590945	zigzag
Rh	Sn	100	-.22612859E+03	30	2	3.830962886	3.829662675	14.67129557382448	linear
Rh	Sn	100	-.22466539E+03	30	2	5.412896240215	2.732456494	14.79050348292366	truelinear
Rh	Sn	110	-.22457724E+03	30	2	5.413310518543	3.827913118	20.72168234573813	linearlong
Rh	Sn	110	-.22290287E+03	30	2	7.638833268027	2.727407711	20.83421275826017	linearshort
Rh	Sn	110	-.22468641E+03	30	2	4.687450135893	4.687741820425518	20.718986188702473	zigzag
Rh	Sn	111	-.25292766E+03	34	2	5.415714956174	5.415714956173989	25.40049780152912	linear
Rh	Sn	111	-.25293216E+03	34	2	4.684590027103	5.412348435	25.35463350180753	zigzag
Rh	Ga	100	-.22376430E+03	30	2	3.819685937	3.819067388	14.587637994398923	linear
Rh	Ga	100	-.22303075E+03	30	2	5.395752341994	2.719251075	14.672405356400951	truelinear
Rh	Ga	110	-.22212335E+03	30	2	5.398433629523	3.829024178	20.670732890771863	linearlong
Rh	Ga	110	-.22148538E+03	30	2	7.656007454143	2.713242555	20.772605225977998	linearshort
Rh	Ga	110	-.22222760E+03	30	2	4.688545607685	4.689823790381009	20.69928137287998	zigzag
Rh	Ga	111	-.25043015E+03	34	2	5.402655821822	5.402655821821354	25.278146981755125	linear
Rh	Ga	111	-.25057523E+03	34	2	4.674038650465	5.395105105	25.216929784091032	zigzag
Rh	Zn	100	-.21870445E+03	30	2	3.821836534	3.822253413	14.608027736009591	linear
Rh	Zn	100	-.21845868E+03	30	2	5.414008898107	2.712855993	14.6874264853849	truelinear
Rh	Zn	110	-.21712944E+03	30	2	5.406556500006	3.824006972	20.674709750534863	linearlong
Rh	Zn	110	-.21702324E+03	30	2	7.647866127749	2.711047095	20.733725248582825	linearshort
Rh	Zn	110	-.21727487E+03	30	2	4.684026712602	4.685343482071992	20.68210965263916	zigzag
Rh	Zn	111	-.24538230E+03	34	2	5.401168151385	5.401168151385384	25.264227762882644	linear
Rh	Zn	111	-.24559891E+03	34	2	4.681351213399	5.399691277	25.277851311563943	zigzag
Rh	Bi	100	-.22514606E+03	30	2	3.845307633	3.845607687	14.787544592344576	linear
Rh	Bi	100	-.22335183E+03	30	2	5.419045184505	2.764404928	14.980435213100291	truelinear
Rh	Bi	110	-.22416917E+03	30	2	5.424499868424	3.834429425	20.799861911393617	linearlong
Rh	Bi	110	-.22199197E+03	30	2	7.612108965754	2.752747561	20.95421438954556	linearshort
Rh	Bi	110	-.22441710E+03	30	2	4.69204967512	4.691687738344017	20.773929108342873	zigzag
Rh	Bi	111	-.25205054E+03	34	2	5.417243547029	5.41724354702974	25.414838455883928	linear
Rh	Bi	111	-.25194857E+03	34	2	4.677657815073	5.407809565	25.29588267414877	zigzag
Rh	Pb	100	-.22421018E+03	30	2	3.827461088	3.827231359	14.64857910134586	linear
Rh	Pb	100	-.22279790E+03	30	2	5.409651272104	2.739267794	14.818483506445617	truelinear
Rh	Pb	110	-.22300733E+03	30	2	5.412336394742	3.819660717	20.67328871418542	linearlong
Rh	Pb	110	-.22125683E+03	30	2	7.624166602543	2.734048825	20.84484374128693	linearshort
Rh	Pb	110	-.22316467E+03	30	2	4.683849482537	4.683894577435481	20.681000684443536	zigzag
Rh	Pb	111	-.25104014E+03	34	2	5.414310657397	5.414310657396207	25.38732677473701	linear
Rh	Pb	111	-.25102402E+03	34	2	4.682576469645	5.414545923	25.35402533285207	zigzag
Rh	Sb	100	-.22625734E+03	30	2	3.828008234	3.828277284	14.654676965187155	linear
Rh	Sb	100	-.22465160E+03	30	2	5.389578621553	2.731377485	14.7209737005472	truelinear
Rh	Sb	110	-.22518808E+03	30	2	5.401750239049	3.824761412	20.66040587157639	linearlong
Rh	Sb	110	-.22317694E+03	30	2	7.603411909736	2.735484053	20.799012027473104	linearshort
Rh	Sb	110	-.22530238E+03	30	2	4.679813176866	4.680165710386928	20.655831090165368	zigzag
Rh	Sb	111	-.25329517E+03	34	2	5.40101848561	5.401018485609465	25.262827644336056	linear
Rh	Sb	111	-.25314535E+03	34	2	4.676592440823	5.410509197	25.302746411693516	zigzag
Rh	Te	100	-.22372893E+03	30	2	3.832337179	3.832185321	14.686226282486349	linear
Rh	Te	100	-.22199052E+03	30	2	5.392616996789	2.747984793	14.818829501649503	truelinear
Rh	Te	110	-.22291736E+03	30	2	5.414605302369	3.844796331	20.818054600361478	linearlong
Rh	Te	110	-.22079516E+03	30	2	7.596224432214	2.748297076	20.876681395693495	linearshort
Rh	Te	110	-.22299142E+03	30	2	4.684581018063	4.685068095047228	20.685077325998805	zigzag
Rh	Te	111	-.25045789E+03	34	2	5.408045397338	5.408045397337812	25.32860603037275	linear
Rh	Te	111	-.25029666E+03	34	2	4.676139954534	5.415390433031	25.32312357329744	zigzag
Rh	Hg	100	-.21601013E+03	30	2	3.822575309	3.822993116	14.613679091698573	linear
Rh	Hg	100	-.21550399E+03	30	2	5.402290912942	2.710037592	14.640411456992819	truelinear
Rh	Hg	110	-.21434654E+03	30	2	5.414867460085	3.807248452001	20.615745755199207	linearlong
Rh	Hg	110	-.21403601E+03	30	2	7.613767314661	2.712968897	20.655913913670506	linearshort
Rh	Hg	110	-.21448374E+03	30	2	4.672461470904	4.672494900134389	20.61265512264119	zigzag
Rh	Hg	111	-.24235300E+03	34	2	5.399567859899	5.399567859899675	25.249259097583884	linear
Rh	Hg	111	-.24267775E+03	34	2	4.671554517737	5.399008215	25.22176121808243	zigzag
Rh	Cd	100	-.21772484E+03	30	2	3.834115911	3.83459144	14.702268052288403	linear
Rh	Cd	100	-.21734420E+03	30	2	5.434605971313	2.717561696	14.768877020493084	truelinear
Rh	Cd	110	-.21613051E+03	30	2	5.428771052619	3.820187909	20.738925535944308	linearlong
Rh	Cd	110	-.21590572E+03	30	2	7.642522974824	2.721110221	20.796147381020912	linearshort
Rh	Cd	110	-.21630941E+03	30	2	4.688381863573	4.689935086872034	20.76355634756228	zigzag
Rh	Cd	111	-.24419637E+03	34	2	5.41319846724	5.413198467240152	25.37689788112522	linear
Rh	Cd	111	-.24444386E+03	34	2	4.68932938446	5.41332589	25.38486816363508	zigzag
Rh	Tl	100	-.22098866E+03	30	2	3.825584506	3.825152242	14.633443150086364	linear
Rh	Tl	100	-.21994912E+03	30	2	5.399033616112	2.725856809	14.716992544498789	truelinear
Rh	Tl	110	-.21938274E+03	30	2	5.405335651895	3.813906852	20.61544668012223	linearlong
Rh	Tl	110	-.21824130E+03	30	2	7.625713238123	2.720984538	20.749447812154596	linearshort
Rh	Tl	110	-.21949804E+03	30	2	4.676010232595	4.676139335027896	20.61843849117574	zigzag
Rh	Tl	111	-.24747340E+03	34	2	5.407278942968	5.4072789429680395	25.32142715383599	linear
Rh	Tl	111	-.24764878E+03	34	2	4.675304293233	5.404497374	25.267669775428676	zigzag
Rh	Ge	100	-.22694333E+03	30	2	3.82309772	3.821903071	14.611508916801098	linear
Rh	Ge	100	-.22612400E+03	30	2	5.391762275005	2.723414048	14.684001123225057	truelinear
Rh	Ge	110	-.22549023E+03	30	2	5.395151437407	3.832842299	20.6787646388042	linearlong
Rh	Ge	110	-.22451253E+03	30	2	7.661505090442	2.716761682	20.81448345616077	linearshort
Rh	Ge	110	-.22551080E+03	30	2	4.69121609601	4.691352731608055	20.704164249502593	zigzag
Rh	Ge	111	-.25369847E+03	34	2	5.403727887626	5.403727887625534	25.28818001980788	linear
Rh	Ge	111	-.25367666E+03	34	2	4.673637195656	5.397492114	25.225919907250336	zigzag
Rh	As	100	-.22672769E+03	30	2	3.811724376001	3.811775440001	14.529437360493748	linear
Rh	As	100	-.22594789E+03	30	2	5.38871082301	2.714648524	14.628455881946921	truelinear
Rh	As	110	-.22579054E+03	30	2	5.38074861001	3.817542887	20.541238582878815	linearlong
Rh	As	110	-.22482012E+03	30	2	7.63045436732	2.718807596	20.74573729480099	linearshort
Rh	As	110	-.22576349E+03	30	2	4.675559353773	4.675387466379385	20.57402930617563	zigzag
Rh	As	111	-.25345683E+03	34	2	5.383925693679	5.383925693678949	25.10318035855796	linear
Rh	As	111	-.25337474E+03	34	2	4.658220028417	5.386703842	25.092451723955207	zigzag
Ir	In	100	-.26815660E+03	30	2	2.74963578395	5.463424427096892	15.022427211767141	truelinear
Ir	In	110	-.26710436E+03	30	2	3.863545174881	5.459290657550322	21.09221600184089	linearlong
Ir	In	110	-.26640197E+03	30	2	2.738076648684	7.745704572553469	21.20833268857634	linearshort
Ir	In	110	-.26721344E+03	30	2	4.73174171278	4.7311069353824715	21.091575600071653	zigzag
Ir	In	111	-.30146483E+03	34	2	5.456599681669	5.456599681669739	25.785456138944497	linear
Ir	Sn	100	-.27182172E+03	30	2	3.86635245	3.86619744	14.948081944327727	linear
Ir	Sn	100	-.27087653E+03	30	2	5.463410966975	2.755646235	15.055227861402368	truelinear
Ir	Sn	110	-.26990706E+03	30	2	5.479142065119	3.879044255	21.253834550028696	linearlong
Ir	Sn	110	-.26903038E+03	30	2	7.734775874622	2.746541221	21.24388077484565	linearshort
Ir	Sn	110	-.27046060E+03	30	2	4.735435315115	4.735621582584654	21.114117609245106	zigzag
Ir	Sn	111	-.30455214E+03	34	2	5.460615848074	5.460615848074008	25.823427329557035	linear
Ir	Sn	111	-.30462857E+03	34	2	4.723703593646	5.468989119	25.83388355503117	zigzag
Ir	Ga	100	-.26953427E+03	30	2	3.857006992011	3.857168991012	14.8771277677013	linear
Ir	Ga	100	-.26922752E+03	30	2	5.448401290577	2.741012821	14.934137791424504	truelinear
Ir	Ga	110	-.26793891E+03	30	2	5.434303471259	3.862717938	20.991181498967805	linearlong
Ir	Ga	110	-.26761617E+03	30	2	7.728624394631	2.727250743	21.077896622625317	linearshort
Ir	Ga	110	-.26801290E+03	30	2	4.726828326034	4.726894174332936	21.028449620151473	zigzag
Ir	Ga	111	-.30219694E+03	34	2	5.445311064201	5.445311064201647	25.67887655749404	linear
Ir	Ga	111	-.30257230E+03	34	2	4.707060187116	5.44323852	25.62165132646822	zigzag
Ir	Zn	100	-.26475830E+03	30	2	3.859517276	3.859164839	14.894513367052259	linear
Ir	Zn	100	-.26480326E+03	30	2	5.450706697451	2.735964778	14.91294153943464	truelinear
Ir	Zn	110	-.26321516E+03	30	2	5.445006740786	3.858260712	21.00825558454979	linearlong
Ir	Zn	110	-.26345245E+03	30	2	7.727560328297	2.727412106	21.07624158924257	linearshort
Ir	Zn	110	-.26333288E+03	30	2	4.725198689145	4.7254071164086255	21.033194142529503	zigzag
Ir	Zn	111	-.29746421E+03	34	2	5.444175254789	5.444175254788843	25.668165225296583	linear
Ir	Zn	111	-.29797874E+03	34	2	4.707649113275	5.438759218	25.603770009933935	zigzag
Ir	Bi	100	-.27098283E+03	30	2	3.870671674484	3.870729224452404	14.982321759384948	linear
Ir	Bi	100	-.26941537E+03	30	2	5.461363331322	2.772370478	15.140922469388844	truelinear
Ir	Bi	110	-.26955596E+03	30	2	5.473484872695	3.872587592	21.196549602998356	linearlong
Ir	Bi	110	-.26806732E+03	30	2	7.7071158262	2.765495237	21.313992108363422	linearshort
Ir	Bi	110	-.26996946E+03	30	2	4.733211236622	4.7347795842394955	21.127211667792647	zigzag
Ir	Bi	111	-.30365815E+03	34	2	5.453510217897	5.4535102178960475	25.75626554954785	linear
Ir	Pb	100	-.27026263E+03	30	2	3.866575477	3.86667907	14.950806469491166	linear
Ir	Pb	100	-.26918119E+03	30	2	5.465786280411	2.760129715	15.086279128401724	truelinear
Ir	Pb	110	-.26883456E+03	30	2	5.461902966136	3.862745683	21.09794210340673	linearlong
Ir	Pb	110	-.26757771E+03	30	2	7.714044034553	2.754522285	21.24850620064755	linearshort
Ir	Pb	110	-.26912101E+03	30	2	4.728105369513	4.728489992705812	21.074273985117802	zigzag
Ir	Pb	111	-.30286270E+03	34	2	5.45172751519	5.451727515189866	25.739429325629217	linear
Ir	Pb	111	-.30294868E+03	34	2	4.713627121268	5.451517819	25.696422243714178	zigzag
Ir	Sb	100	-.27163293E+03	30	2	3.861386777	3.861187138	14.909536958195673	linear
Ir	Sb	100	-.27058303E+03	30	2	2.751693733944	5.445708263790513	14.984921306344244	truelinear
Ir	Sb	110	-.27037584E+03	30	2	5.443405268751	3.862646324	21.025949351383282	linearlong
Ir	Sb	110	-.26909517E+03	30	2	7.688852398981	2.742793545	21.088934728382853	linearshort
Ir	Sb	110	-.27057504E+03	30	2	4.718270530535	4.719528054416545	20.981453516724986	zigzag
Ir	Sb	111	-.30423806E+03	34	2	5.446487602252	5.446487602251803	25.689974340117914	linear
Ir	Sb	111	-.30415510E+03	34	2	4.695496177033	5.431881393022	25.505378315031486	zigzag
Ir	Te	100	-.26904330E+03	30	2	3.844649164	3.845223249	14.783534349661213	linear
Ir	Te	100	-.26786403E+03	30	2	5.432998348533	2.755334828	14.969729570179458	truelinear
Ir	Te	110	-.26784771E+03	30	2	5.437008158956	3.86570742	21.01788278267675	linearlong
Ir	Te	110	-.26623892E+03	30	2	7.684627489858	2.749911275	21.132043778535465	linearshort
