host	sub	surf	E_tot	n_host	n_sub	latt_a	latt_b	surf_area(A^2)	type
Ir	Te	110	-.26756059E+03	30	2	4.715641406185	4.718055494152096	20.987183046882542	zigzag
Ir	Te	111	-.30206841E+03	34	2	5.41745146787	5.4174514678693795	25.416789402312535	linear
Ir	Te	111	-.30158614E+03	34	2	4.681991511871	5.4313219	25.429403034039073	zigzag
Ir	Hg	100	-.26217278E+03	30	2	3.863192931	3.862838028	14.92288856336758	linear
Ir	Hg	100	-.26200962E+03	30	2	5.459738921525	2.73881967	14.953240351337255	truelinear
Ir	Hg	110	-.26018728E+03	30	2	5.459575376598	3.855639182	21.050152739093654	linearlong
Ir	Hg	110	-.26027204E+03	30	2	7.733269690746	2.733780193	21.14105950768865	linearshort
Ir	Hg	110	-.26028839E+03	30	2	4.727801718322	4.726813942182293	21.068350280540944	zigzag
Ir	Hg	111	-.29434629E+03	34	2	5.451782599587	5.451782599586482	25.739949471986588	linear
Ir	Hg	111	-.29498857E+03	34	2	4.712770890269	5.445398338	25.662914773245593	zigzag
Ir	Cd	100	-.26396157E+03	30	2	3.862475669	3.862235087	14.9177890514956	linear
Ir	Cd	100	-.26380855E+03	30	2	5.46258420547	2.741003547	14.972962682979446	truelinear
Ir	Cd	110	-.26220795E+03	30	2	5.463960866058	3.854961703	21.0633598853443	linearlong
Ir	Cd	110	-.26226621E+03	30	2	7.729374764271	2.734240698	21.133971050563925	linearshort
Ir	Cd	110	-.26234293E+03	30	2	4.726787739794	4.726231193465138	21.067051183238565	zigzag
Ir	Cd	111	-.29643828E+03	34	2	5.449528459959	5.449528459959438	25.718668562836182	linear
Ir	Cd	111	-.29698486E+03	34	2	4.709272244022	5.446975585	25.651290936305998	zigzag
Ir	Tl	100	-.26714207E+03	30	2	3.864839639	3.864559716	14.935903577679383	linear
Ir	Tl	100	-.26652641E+03	30	2	5.45680449893	2.750670595	15.00987167787046	truelinear
Ir	Tl	110	-.26530800E+03	30	2	5.452502195591	3.858621791	21.039143787382777	linearlong
Ir	Tl	110	-.26458578E+03	30	2	7.728200297975	2.741801405	21.189190435109275	linearshort
Ir	Tl	110	-.26546785E+03	30	2	4.726937562814	4.726048550012588	21.040772496661717	zigzag
Ir	Tl	111	-.29938950E+03	34	2	5.455238336822	5.455238336821461	25.772591526890103	linear
Ir	Tl	111	-.29974054E+03	34	2	4.714885737734	5.453491956	25.712591444191492	zigzag
Ir	Ge	100	-.27219864E+03	30	2	3.859421346	3.859438345	14.895198732263912	linear
Ir	Ge	100	-.27206195E+03	30	2	5.450926128209	2.74406211	14.95767985282732	truelinear
Ir	Ge	110	-.27091118E+03	30	2	5.440355674701	3.867780891	21.04210371885194	linearlong
Ir	Ge	110	-.27040981E+03	30	2	7.738236597885	2.734155132002	21.15753930675297	linearshort
Ir	Ge	110	-.27094803E+03	30	2	4.726841266948	4.727289150104048	21.024240421067827	zigzag
Ir	Ge	111	-.30489910E+03	34	2	5.444829480297	5.444829480297075	25.674334673061896	linear
Ir	Ge	111	-.30502434E+03	34	2	4.707701476611	5.451503682	25.664051933501703	zigzag
Ir	As	100	-.27154498E+03	30	2	3.85279802008	3.8530340253463504	14.844961863938185	linear
Ir	As	100	-.27145622E+03	30	2	5.440050644584	2.737218506	14.890607297932553	truelinear
Ir	As	110	-.27079088E+03	30	2	5.432309692962	3.858573584005	20.960966681397487	linearlong
Ir	As	110	-.27054510E+03	30	2	7.708049778089	2.733475876	21.069768119413435	linearshort
Ir	As	110	-.27059217E+03	30	2	4.718619602059	4.719602042812088	20.96613135269033	zigzag
Ir	As	111	-.30396653E+03	34	2	5.438208130859	5.438208130858765	25.61192854040887	linear
Pt	In	100	-.18656178E+03	30	2	2.82317476314	5.560737550839874	15.698933910099763	truelinear
Pt	In	110	-.18638990E+03	30	2	3.95321086777	5.551221300758059	21.945148358000587	linearlong
Pt	In	110	-.18541660E+03	30	2	7.929590263772	2.792672697089	22.144750228738825	linearshort
Pt	In	110	-.18630732E+03	30	2	4.821967671354	4.822973479472246	21.90012527089835	zigzag
Pt	In	111	-.21028908E+03	34	2	5.563192057704	5.563192057704443	26.802711908617106	linear
Pt	Sn	100	-.19015061E+03	30	2	3.954846935	3.954897884	15.641015774775386	linear
Pt	Sn	100	-.18917485E+03	30	2	5.561400790563	2.826579249	15.71974006997757	truelinear
Pt	Sn	110	-.18946729E+03	30	2	5.549897184259	3.969788933	22.03192042135924	linearlong
Pt	Sn	110	-.18823938E+03	30	2	7.916024994902	2.806850998	22.21910265713362	linearshort
Pt	Sn	110	-.18935202E+03	30	2	4.828868821098	4.829190192633194	21.941668325898593	zigzag
Pt	Sn	111	-.21316381E+03	34	2	5.56839245986	5.568392459859584	26.85284500736816	linear
Pt	Sn	111	-.21297402E+03	34	2	4.812281787785	5.581189317	26.858255704379303	zigzag
Pt	Ga	100	-.18790166E+03	30	2	3.934599552288	3.936722620318	15.489427059385246	linear
Pt	Ga	100	-.18733572E+03	30	2	5.540607930346	2.809991203001	15.569059543549837	truelinear
Pt	Ga	110	-.18714902E+03	30	2	5.530120461144	3.949568368004	21.841588844586035	linearlong
Pt	Ga	110	-.18663733E+03	30	2	7.947829916686	2.783169272001	22.12015600321074	linearshort
Pt	Ga	110	-.18697131E+03	30	2	4.816041369502	4.817843810393588	21.809508268259425	zigzag
Pt	Ga	111	-.21065049E+03	34	2	5.538692574421	5.5386925744214075	26.567161280626202	linear
Pt	Ga	111	-.21059281E+03	34	2	4.794321335878	5.540050735012	26.560783440714626	zigzag
Pt	Zn	100	-.18337293E+03	30	2	3.939304662	3.936948935	15.508841293701437	linear
Pt	Zn	100	-.18311839E+03	30	2	5.556254582693	2.800147265	15.55833107337152	truelinear
Pt	Zn	110	-.18253460E+03	30	2	5.53390310378	3.933816121	21.7693572417017	linearlong
Pt	Zn	110	-.18244792E+03	30	2	7.924857805317	2.773065922	21.97615311662028	linearshort
Pt	Zn	110	-.18239807E+03	30	2	4.822222183866	4.82343173477084	21.85926162360822	zigzag
Pt	Zn	111	-.20617972E+03	34	2	5.532530673494	5.53253067349449	26.508081217419818	linear
Pt	Zn	111	-.20611687E+03	34	2	4.802204592328	5.530633832	26.559235186515004	zigzag
Pt	Bi	100	-.18945906E+03	30	2	3.962902839004	3.963012615002	15.705033943000092	linear
Pt	Bi	100	-.18810001E+03	30	2	5.579561570696	2.881896082002	16.079716629877726	truelinear
Pt	Bi	110	-.18876994E+03	30	2	5.58962082599	3.971629922001	22.199905325141827	linearlong
Pt	Bi	110	-.18725808E+03	30	2	7.842722993363	2.841023095	22.281357151831816	linearshort
Pt	Bi	110	-.18877836E+03	30	2	4.838491920447	4.838927805336697	22.077119403980976	zigzag
Pt	Bi	111	-.21220903E+03	34	2	5.549189641673	5.5492490692232685	26.66893948109889	linear
Pt	Bi	111	-.21196147E+03	34	2	4.811216334701	5.551916645868	26.71147205549851	zigzag
Pt	Pb	100	-.18871071E+03	30	2	3.950057547	3.950498011	15.60469448275904	linear
Pt	Pb	100	-.18767024E+03	30	2	5.571431057519	2.844232086	15.84644297873245	truelinear
Pt	Pb	110	-.18814923E+03	30	2	5.55628152933	3.960120479	22.00354427138917	linearlong
Pt	Pb	110	-.18680959E+03	30	2	7.850480064761	2.819477514	22.134252016698902	linearshort
Pt	Pb	110	-.18805438E+03	30	2	4.825093226822	4.825261707731102	21.924446089873115	zigzag
Pt	Pb	111	-.21163306E+03	34	2	5.54761848138	5.547618481379888	26.65285915441391	linear
Pt	Pb	111	-.21125428E+03	34	2	4.813466529533	5.552713632	26.727801215713615	zigzag
Pt	Sb	100	-.18983849E+03	30	2	3.947538553	3.947744447	15.583873401924164	linear
Pt	Sb	100	-.18877934E+03	30	2	5.532633254002	2.819350059	15.598429891095899	truelinear
Pt	Sb	110	-.18945673E+03	30	2	5.548933893835	3.961508791	21.982150401105212	linearlong
Pt	Sb	110	-.18819332E+03	30	2	7.831094299829	2.827853272003	22.14518563913548	linearshort
Pt	Sb	110	-.18936651E+03	30	2	4.798715953265	4.798258685222584	21.724020946469576	zigzag
Pt	Sb	111	-.21277417E+03	34	2	5.55185964505	5.551859645050038	26.693627043422566	linear
Pt	Te	100	-.18695485E+03	30	2	3.934368455	3.933281747	15.474979630024091	linear
Pt	Te	100	-.18585450E+03	30	2	5.574542838175	2.822243143	15.732715300399152	truelinear
Pt	Te	110	-.18635870E+03	30	2	5.576146853582	3.958117192	22.07104272627962	linearlong
Pt	Te	110	-.18514896E+03	30	2	7.800806017712	2.853794973014	22.261900998803867	linearshort
Pt	Te	110	-.18626792E+03	30	2	4.824124106077	4.827521601888874	21.995401416102457	zigzag
Pt	Te	111	-.21036649E+03	34	2	5.501821208501	5.501828568396022	26.21482036359017	linear
Pt	Te	111	-.20930437E+03	34	2	4.747081461427	5.521375686027	26.210420160712555	zigzag
Pt	Hg	100	-.18064464E+03	30	2	3.940522068	3.939642644	15.524248778715869	linear
Pt	Hg	100	-.18023390E+03	30	2	5.551947062577	2.798808472	15.538836474836023	truelinear
Pt	Hg	110	-.17935237E+03	30	2	5.545164433604	3.919927343	21.736641684715426	linearlong
Pt	Hg	110	-.17903284E+03	30	2	7.836445891778	2.7804348	21.788726865816585	linearshort
Pt	Hg	110	-.17926964E+03	30	2	4.784609853538	4.785500071219876	21.627495577359483	zigzag
Pt	Hg	111	-.20309311E+03	34	2	5.534336478322	5.534336478322209	26.525388390550233	linear
Pt	Hg	111	-.20306518E+03	34	2	4.792222019131	5.539729097	26.54761175866409	zigzag
Pt	Cd	100	-.18276786E+03	30	2	3.95305717	3.950994461	15.618506982686336	linear
Pt	Cd	100	-.18229059E+03	30	2	5.578347702154	2.806340934	15.65474550063961	truelinear
Pt	Cd	110	-.18162282E+03	30	2	5.564867013221	3.934628169	21.89568250695824	linearlong
Pt	Cd	110	-.18122799E+03	30	2	7.910240705533	2.78970851	22.067265812373815	linearshort
Pt	Cd	110	-.18155830E+03	30	2	4.821765985663	4.8228422266087785	21.920337754984196	zigzag
Pt	Cd	111	-.20545869E+03	34	2	5.556579443109	5.556579443108938	26.73903239962126	linear
Pt	Cd	111	-.20536268E+03	34	2	4.810946091736	5.558775531	26.742969415702156	zigzag
Pt	Tl	100	-.18555633E+03	30	2	3.949382675	3.950351055	15.601448016784971	linear
Pt	Tl	100	-.18485615E+03	30	2	5.557874649106	2.824836947	15.70008965558929	truelinear
Pt	Tl	110	-.18461342E+03	30	2	5.547361997586	3.93589317	21.833824197816295	linearlong
Pt	Tl	110	-.18371572E+03	30	2	7.881441454725	2.799621515	22.065053065861008	linearshort
Pt	Tl	110	-.18455635E+03	30	2	4.773906923015	4.774769756924337	21.51753266807792	zigzag
Pt	Tl	111	-.20822896E+03	34	2	5.54967969819	5.549679698189743	26.67266856541873	linear
Pt	Tl	111	-.20802127E+03	34	2	4.808629976327	5.557787023	26.725341280839	zigzag
Pt	Ge	100	-.18994222E+03	30	2	2.81546607891	5.550186114544393	15.626360670547337	truelinear
Pt	Ge	110	-.18995690E+03	30	2	5.53943977502	3.962853413502	21.95198782132676	linearlong
Pt	Ge	110	-.18944409E+03	30	2	2.788487481332	7.957113741526247	22.188311921762587	linearshort
Pt	Ge	110	-.18969736E+03	30	2	4.813126552161	4.814070528834506	21.780194064276763	zigzag
Pt	Ge	111	-.21318342E+03	34	2	5.538187312232558	5.538187312232558	26.562382893281196	linear
Pt	Ge	111	-.21288885E+03	34	2	4.786320613192	5.552337317002	26.57526655176184	zigzag
Pt	As	100	-.18944002E+03	30	2	3.93218474	3.932591932	15.463677983657517	linear
Pt	As	100	-.18934815E+03	30	2	5.546913188384	2.808905837	15.580756832184099	truelinear
Pt	As	110	-.18953403E+03	30	2	5.537767928728	3.935921628024	21.796220561658203	linearlong
Pt	As	110	-.18924533E+03	30	2	7.868636809678	2.794010551	21.98505426822731	linearshort
Pt	As	110	-.18924603E+03	30	2	4.79874680502	4.798775092824254	21.71685452497631	zigzag
Pt	As	111	-.21221123E+03	34	2	5.530292503867	5.530519703059081	26.488102160460002	linear
Pt	As	111	-.21199053E+03	34	2	4.781970853492	5.534930873026	26.467878110903364	zigzag
Pd	In	100	-.16190934E+03	30	2	3.913880268688	3.912207079166054	15.311909842146742	linear
Pd	In	100	-.16091036E+03	30	2	2.813986615221	5.532781273918408	15.569150586706757	truelinear
Pd	In	110	-.16085352E+03	30	2	3.899273023771	5.536945138931429	21.59004435514345	linearlong
Pd	In	110	-.15961775E+03	30	2	2.789061458982	7.7902836174639285	21.727578169738962	linearshort
Pd	In	110	-.16088990E+03	30	2	4.784796569861	4.785324596842522	21.61753910308529	zigzag
Pd	In	111	-.18128748E+03	34	2	5.535587014461606	5.535587014461606	26.538195447153388	linear
Pd	In	111	-.18127949E+03	34	2	4.77874528852	5.525956405917194	26.40713732697041	zigzag
Pd	Sn	100	-.16506707E+03	30	2	3.91252049093	3.9137433428140964	15.312595329485884	linear
Pd	Sn	100	-.16378017E+03	30	2	5.508837490107	2.810291883	15.481441283213796	truelinear
Pd	Sn	110	-.16411865E+03	30	2	5.540312734165	3.916649281	21.699461886782494	linearlong
Pd	Sn	110	-.16246169E+03	30	2	7.738913778165	2.798775777	21.65948442261975	linearshort
Pd	Sn	110	-.16417152E+03	30	2	4.770264156664	4.770117038804059	21.495218378909353	zigzag
Pd	Sn	111	-.18465100E+03	34	2	5.532148032602	5.532148032601623	26.504414640332968	linear
Pd	Sn	111	-.18469637E+03	34	2	4.783446703736	5.544927450002	26.523864933167328	zigzag
Pd	Ga	100	-.16287759E+03	30	2	3.912541596003	3.914532325003	15.315770550472571	linear
Pd	Ga	100	-.16197841E+03	30	2	5.521152919152	2.797730341	15.44669703921227	truelinear
Pd	Ga	110	-.16176430E+03	30	2	5.534114782269	3.930652511	21.752682165087865	linearlong
Pd	Ga	110	-.16096880E+03	30	2	7.854661917559	2.792636473	21.93521535405938	linearshort
Pd	Ga	110	-.16169096E+03	30	2	4.809967676181	4.8107502666496265	21.7802426299556	zigzag
Pd	Ga	111	-.18197332E+03	34	2	5.539517728352	5.539517728351916	26.575077816969756	linear
Pd	Ga	111	-.18205083E+03	34	2	4.786349948801	5.535464637	26.494670881894695	zigzag
Pd	Zn	100	-.15805732E+03	30	2	3.914035112	3.914571803	15.321771485387147	linear
Pd	Zn	100	-.15751511E+03	30	2	5.530913455289	2.783607978	15.395894819770007	truelinear
Pd	Zn	110	-.15684588E+03	30	2	5.553132667226	3.927271355	21.808658854511418	linearlong
Pd	Zn	110	-.15648997E+03	30	2	7.845949213329	2.78123588	21.82143546476839	linearshort
Pd	Zn	110	-.15680568E+03	30	2	4.808834521988	4.808578094767453	21.768827844053746	zigzag
Pd	Zn	111	-.17712787E+03	34	2	5.5377337666	5.53773376659958	26.557963948629048	linear
Pd	Zn	111	-.17715502E+03	34	2	4.798899116348	5.531325674	26.544273889191604	zigzag
Pd	Bi	100	-.16411795E+03	30	2	3.94670795561	3.9468214095249614	15.576941316718647	linear
Pd	Bi	100	-.16278744E+03	30	2	5.526251583709	2.857760931004	15.79270587082256	truelinear
Pd	Bi	110	-.16366076E+03	30	2	5.562749643291	3.902778894014	21.710181900520023	linearlong
Pd	Bi	110	-.16186103E+03	30	2	2.87655685997	7.5816499818795675	21.809046283091014	linearshort
Pd	Bi	110	-.16371102E+03	30	2	4.763453992297	4.766327918646378	21.476133599918693	zigzag
Pd	Bi	111	-.18377005E+03	34	2	5.557209195534	5.557209195534063	26.745093655429642	linear
Pd	Bi	111	-.18371899E+03	34	2	4.81204681474	5.576120802006	26.832554343898426	zigzag
Pd	Pb	100	-.16332268E+03	30	2	3.930582904159	3.931258441147	15.452137220603158	linear
Pd	Pb	100	-.16195518E+03	30	2	5.530464086035	2.811913845	15.551188532797086	truelinear
Pd	Pb	110	-.16261365E+03	30	2	5.564534062882	3.888842590001	21.639597057246824	linearlong
Pd	Pb	110	-.16094486E+03	30	2	7.735498540098	2.813361228002	21.762751671977785	linearshort
Pd	Pb	110	-.16266900E+03	30	2	4.770667810282	4.7707444345989805	21.556561753415853	zigzag
Pd	Pb	111	-.18276698E+03	34	2	5.550372434116	5.550372434116584	26.679327785401025	linear
Pd	Pb	111	-.18279393E+03	34	2	4.799615803454	5.561001917	26.69067268387119	zigzag
Pd	Sb	100	-.16493571E+03	30	2	3.921437255084	3.922201503028	15.38066709592046	linear
Pd	Sb	100	-.16378949E+03	30	2	5.521712995307	2.813776841	15.53686814884358	truelinear
Pd	Sb	110	-.16452684E+03	30	2	5.527975947073	3.919615875	21.66754227876549	linearlong
Pd	Sb	110	-.16271175E+03	30	2	7.759668184263	2.807876842	21.788192596196268	linearshort
Pd	Sb	110	-.16461379E+03	30	2	4.786949693854	4.78823043062543	21.658288103397908	zigzag
Pd	Sb	111	-.18496456E+03	34	2	5.53089153578	5.530891535780166	26.492376303471325	linear
Pd	Sb	111	-.18495322E+03	34	2	4.780534453144	5.554267821	26.55236868027955	zigzag
Pd	Te	100	-.16251567E+03	30	2	3.939373067	3.940076643	15.521431809349973	linear
Pd	Te	100	-.16126910E+03	30	2	5.5313053868	2.837209341	15.693471311352576	truelinear
Pd	Te	110	-.16223215E+03	30	2	5.538489563976	3.924798464	21.73745533357304	linearlong
Pd	Te	110	-.16046806E+03	30	2	7.690394252712	2.853809838	21.946922776488165	linearshort
Pd	Te	110	-.16228565E+03	30	2	4.794428548701	4.795583065756392	21.671668163246505	zigzag
Pd	Te	111	-.18215132E+03	34	2	5.552028648437304	5.552028648437304	26.69510786691912	linear
Pd	Te	111	-.18220931E+03	34	2	4.787049962817	5.565495403	26.642304561989334	zigzag
Pd	Hg	100	-.15536394E+03	30	2	3.911749759005	3.912692537005	15.305474088689971	linear
Pd	Hg	100	-.15467114E+03	30	2	5.534255680008	2.777439316	15.371059310450535	truelinear
Pd	Hg	110	-.15408936E+03	30	2	5.53422234753	3.869401712	21.414129426121242	linearlong
Pd	Hg	110	-.15350126E+03	30	2	7.716081876623	2.789074397	21.520726407244922	linearshort
Pd	Hg	110	-.15407668E+03	30	2	4.756275957869	4.756736507641159	21.422927118738738	zigzag
Pd	Hg	111	-.17428315E+03	34	2	5.531788714494	5.531788714494115	26.500971779882807	linear
Pd	Hg	111	-.17432239E+03	34	2	4.78675447003	5.530516639	26.47322524330854	zigzag
Pd	Cd	100	-.15729933E+03	30	2	3.936752944	3.937339086	15.50033123833677	linear
Pd	Cd	100	-.15662463E+03	30	2	5.563110276208	2.795754158	15.553088686121042	truelinear
Pd	Cd	110	-.15598767E+03	30	2	5.564060149405	3.924230903	21.834656784445897	linearlong
Pd	Cd	110	-.15541496E+03	30	2	7.828840634792	2.795206603	21.88322703620531	linearshort
Pd	Cd	110	-.15600162E+03	30	2	4.808105699198	4.807932641690127	21.84595313658587	zigzag
Pd	Cd	111	-.17628748E+03	34	2	5.562562982073	5.5625629820739935	26.796650647591285	linear
Pd	Cd	111	-.17630940E+03	34	2	4.819476032983	5.562959603	26.81055047911113	zigzag
Pd	Tl	100	-.16015391E+03	30	2	3.912068841002	3.912545184002	15.306146103346661	linear
Pd	Tl	100	-.15912059E+03	30	2	5.521498964779	2.795261953	15.434035979775624	truelinear
Pd	Tl	110	-.15914633E+03	30	2	5.553668863414	3.868960694001	21.486926540045975	linearlong
Pd	Tl	110	-.15796261E+03	30	2	7.688204443455	2.817720526	21.66321146840756	linearshort
Pd	Tl	110	-.15915481E+03	30	2	4.759344428989	4.7601330989924415	21.464314030195258	zigzag
Pd	Tl	111	-.17931037E+03	34	2	5.537717271625	5.537717271624664	26.557805735066783	linear
Pd	Tl	111	-.17933936E+03	34	2	4.791522894348	5.546395336	26.575680233548965	zigzag
Pd	Ge	100	-.16568407E+03	30	2	3.921194717	3.919375263	15.368633575216085	linear
Pd	Ge	100	-.16479828E+03	30	2	5.521266882536	2.812202088	15.526918255472989	truelinear
Pd	Ge	110	-.16488145E+03	30	2	5.538722178301	3.947424026	21.863684999964423	linearlong
Pd	Ge	110	-.16392623E+03	30	2	7.86571679655	2.803774239	22.053694125436493	linearshort
Pd	Ge	110	-.16481173E+03	30	2	4.815431441737	4.815581665237876	21.773608506755924	zigzag
Pd	Ge	111	-.18494906E+03	34	2	5.538734359353	5.5387343593523815	26.567562137395466	linear
Pd	Ge	111	-.18494425E+03	34	2	4.78349348047	5.553286643	26.56411045197163	zigzag
Pd	As	100	-.16528808E+03	30	2	3.907341163	3.90957369	15.276038208718802	linear
Pd	As	100	-.16451767E+03	30	2	5.495189753072	2.78409735	15.299143229274911	truelinear
Pd	As	110	-.16492722E+03	30	2	5.528432851087	3.917770671	21.65913208058156	linearlong
Pd	As	110	-.16383733E+03	30	2	7.812774730682	2.784814338	21.757127089567323	linearshort
Pd	As	110	-.16482867E+03	30	2	4.766103843168	4.768067870097361	21.435043367096615	zigzag
Pd	As	111	-.18470038E+03	34	2	5.508056471169	5.508056471169576	26.274072871025727	linear
Pd	As	111	-.18465006E+03	34	2	4.763287729378	5.524215900029	26.313429811042976	zigzag
